# id: Particle id
# t: time in code units
# a: semi-major axis in code units
# e: eccentricity 
# i: inclination in rad [0, pi]
# Omega: longitude of ascending node in rad [0, 2pi]
# omega: argument of pericentre in rad [0, 2pi]
# f: true anomaly in rad [0, 2pi]
# P: period in code units
# E: eccentric anomaly in rad [0, 2pi]
# M: mean anomaly in rad [0, 2pi]
#id   t              a              e              i              Omega          omega          f              P              E              M           
1     0.000000e+00   1.000000e+00   7.788357e-16   0.000000e+00   0.000000e+00   0.000000e+00   5.000000e-01   9.999850e-01   5.000000e-01   5.000000e-01
1     9.982021e-02   1.000029e+00   2.936260e-05   0.000000e+00   0.000000e+00   4.904001e-01   6.367958e-01   1.000044e+00   6.367783e-01   6.367608e-01
1     1.987936e-01   1.000027e+00   2.826510e-05   0.000000e+00   0.000000e+00   4.305199e-01   1.318538e+00   1.000039e+00   1.318511e+00   1.318484e+00
1     2.995491e-01   1.000024e+00   2.869636e-05   0.000000e+00   0.000000e+00   3.169521e-01   2.065144e+00   1.000033e+00   2.065119e+00   2.065094e+00
1     3.985005e-01   1.000020e+00   3.175058e-05   0.000000e+00   0.000000e+00   2.285961e-01   2.775185e+00   1.000025e+00   2.775173e+00   2.775162e+00
1     4.992493e-01   1.000015e+00   3.633180e-05   0.000000e+00   0.000000e+00   2.219030e-01   3.414846e+00   1.000015e+00   3.414856e+00   3.414866e+00
1     5.999907e-01   1.000010e+00   4.025695e-05   0.000000e+00   0.000000e+00   2.846593e-01   3.985020e+00   1.000006e+00   3.985050e+00   3.985080e+00
1     6.989216e-01   1.000006e+00   4.213437e-05   0.000000e+00   0.000000e+00   3.730435e-01   4.518213e+00   9.999976e-01   4.518254e+00   4.518295e+00
1     7.996371e-01   1.000003e+00   4.194090e-05   0.000000e+00   0.000000e+00   4.521537e-01   5.071925e+00   9.999908e-01   5.071965e+00   5.072004e+00
1     8.985430e-01   1.000001e+00   4.071908e-05   0.000000e+00   0.000000e+00   4.946367e-01   5.650924e+00   9.999865e-01   5.650948e+00   5.650972e+00
1     9.992398e-01   9.999999e-01   3.997700e-05   0.000000e+00   0.000000e+00   5.031332e-01   6.275181e+00   9.999848e-01   6.275181e+00   6.275181e+00
1     1.099911e+00   9.999998e-01   3.991827e-05   0.000000e+00   0.000000e+00   5.028497e-01   6.248711e-01   9.999848e-01   6.248477e-01   6.248244e-01
1     1.198743e+00   9.999998e-01   3.987513e-05   0.000000e+00   0.000000e+00   5.013806e-01   1.247358e+00   9.999846e-01   1.247320e+00   1.247282e+00
1     1.299327e+00   9.999997e-01   3.988358e-05   0.000000e+00   0.000000e+00   4.991910e-01   1.881546e+00   9.999845e-01   1.881508e+00   1.881470e+00
1     1.399868e+00   9.999996e-01   3.995622e-05   0.000000e+00   0.000000e+00   4.975135e-01   2.514922e+00   9.999844e-01   2.514898e+00   2.514875e+00
1     1.498578e+00   9.999995e-01   4.006226e-05   0.000000e+00   0.000000e+00   4.974240e-01   3.135187e+00   9.999842e-01   3.135187e+00   3.135187e+00
1     1.599056e+00   9.999994e-01   4.015204e-05   0.000000e+00   0.000000e+00   4.991606e-01   3.764735e+00   9.999840e-01   3.764758e+00   3.764782e+00
1     1.699515e+00   9.999993e-01   4.017822e-05   0.000000e+00   0.000000e+00   5.019826e-01   4.393096e+00   9.999839e-01   4.393134e+00   4.393172e+00
1     1.799968e+00   9.999991e-01   4.012878e-05   0.000000e+00   0.000000e+00   5.046088e-01   5.021644e+00   9.999837e-01   5.021682e+00   5.021721e+00
1     1.898632e+00   9.999990e-01   4.003027e-05   0.000000e+00   0.000000e+00   5.058944e-01   5.640325e+00   9.999836e-01   5.640349e+00   5.640373e+00
1     1.999101e+00   9.999989e-01   3.992196e-05   0.000000e+00   0.000000e+00   5.054720e-01   6.272066e+00   9.999834e-01   6.272066e+00   6.272067e+00
1     2.099578e+00   9.999988e-01   3.984413e-05   0.000000e+00   0.000000e+00   5.035724e-01   6.221580e-01   9.999833e-01   6.221348e-01   6.221116e-01
1     2.198268e+00   9.999987e-01   3.982148e-05   0.000000e+00   0.000000e+00   5.008874e-01   1.244967e+00   9.999831e-01   1.244929e+00   1.244891e+00
