# id: Particle id
# t: time in code units
# a: semi-major axis in code units
# e: eccentricity 
# i: inclination in rad [0, pi]
# Omega: longitude of ascending node in rad [0, 2pi]
# omega: argument of pericentre in rad [0, 2pi]
# f: true anomaly in rad [0, 2pi]
# P: period in code units
# E: eccentric anomaly in rad [0, 2pi]
# M: mean anomaly in rad [0, 2pi]
#id   t              a              e              i              Omega          omega          f              P              E              M           
1     0.000000e+00   1.000000e+00   4.440922e-16   0.000000e+00   0.000000e+00   0.000000e+00   5.000000e-01   9.999975e-01   5.000000e-01   5.000000e-01
1     9.957533e-02   1.000005e+00   4.894110e-06   0.000000e+00   0.000000e+00   4.904796e-01   6.351718e-01   1.000007e+00   6.351689e-01   6.351660e-01
1     1.996178e-01   1.000005e+00   4.709667e-06   0.000000e+00   0.000000e+00   4.297460e-01   1.324490e+00   1.000007e+00   1.324485e+00   1.324481e+00
1     2.996439e-01   1.000004e+00   4.782751e-06   0.000000e+00   0.000000e+00   3.168170e-01   2.065897e+00   1.000005e+00   2.065892e+00   2.065888e+00
1     3.996672e-01   1.000003e+00   5.299640e-06   0.000000e+00   0.000000e+00   2.279642e-01   2.783207e+00   1.000004e+00   2.783205e+00   2.783203e+00
1     4.996926e-01   1.000003e+00   6.058428e-06   0.000000e+00   0.000000e+00   2.219941e-01   3.417646e+00   1.000003e+00   3.417648e+00   3.417650e+00
1     5.997171e-01   1.000002e+00   6.707988e-06   0.000000e+00   0.000000e+00   2.843204e-01   3.983784e+00   1.000001e+00   3.983789e+00   3.983794e+00
1     6.997364e-01   1.000001e+00   7.023845e-06   0.000000e+00   0.000000e+00   3.735767e-01   4.522964e+00   9.999996e-01   4.522971e+00   4.522977e+00
1     7.997485e-01   1.000000e+00   6.991863e-06   0.000000e+00   0.000000e+00   4.519586e-01   5.072978e+00   9.999985e-01   5.072984e+00   5.072991e+00
1     8.997541e-01   1.000000e+00   6.788409e-06   0.000000e+00   0.000000e+00   4.947432e-01   5.658553e+00   9.999977e-01   5.658557e+00   5.658561e+00
1     9.997558e-01   1.000000e+00   6.669198e-06   0.000000e+00   0.000000e+00   5.034321e-01   6.278203e+00   9.999975e-01   6.278203e+00   6.278203e+00
1     1.099755e+00   1.000000e+00   6.658915e-06   0.000000e+00   0.000000e+00   5.038716e-01   6.229028e-01   9.999975e-01   6.228989e-01   6.228950e-01
1     1.199750e+00   1.000000e+00   6.647357e-06   0.000000e+00   0.000000e+00   5.030242e-01   1.252043e+00   9.999974e-01   1.252037e+00   1.252030e+00
1     1.299740e+00   1.000000e+00   6.641605e-06   0.000000e+00   0.000000e+00   5.009788e-01   1.882342e+00   9.999974e-01   1.882336e+00   1.882329e+00
1     1.399723e+00   9.999999e-01   6.646495e-06   0.000000e+00   0.000000e+00   4.986445e-01   2.512886e+00   9.999974e-01   2.512882e+00   2.512878e+00
1     1.499699e+00   9.999999e-01   6.661552e-06   0.000000e+00   0.000000e+00   4.972397e-01   3.142457e+00   9.999974e-01   3.142457e+00   3.142457e+00
1     1.599671e+00   9.999999e-01   6.680394e-06   0.000000e+00   0.000000e+00   4.976183e-01   3.770213e+00   9.999973e-01   3.770217e+00   3.770221e+00
1     1.699637e+00   9.999999e-01   6.694292e-06   0.000000e+00   0.000000e+00   4.997523e-01   4.396183e+00   9.999973e-01   4.396189e+00   4.396195e+00
1     1.799601e+00   9.999999e-01   6.696974e-06   0.000000e+00   0.000000e+00   5.027467e-01   5.021280e+00   9.999973e-01   5.021287e+00   5.021293e+00
1     1.899568e+00   9.999998e-01   6.687582e-06   0.000000e+00   0.000000e+00   5.053785e-01   5.646766e+00   9.999973e-01   5.646770e+00   5.646774e+00
1     1.999539e+00   9.999998e-01   6.670258e-06   0.000000e+00   0.000000e+00   5.067123e-01   6.273574e+00   9.999972e-01   6.273574e+00   6.273575e+00
1     2.099510e+00   9.999998e-01   6.651204e-06   0.000000e+00   0.000000e+00   5.063539e-01   6.188958e-01   9.999972e-01   6.188920e-01   6.188881e-01
1     2.199481e+00   9.999998e-01   6.636800e-06   0.000000e+00   0.000000e+00   5.043285e-01   1.249064e+00   9.999972e-01   1.249058e+00   1.249051e+00
1     2.299451e+00   9.999998e-01   6.632573e-06   0.000000e+00   0.000000e+00   5.012766e-01   1.880249e+00   9.999971e-01   1.880243e+00   1.880237e+00
1     2.399421e+00   9.999997e-01   6.641666e-06   0.000000e+00   0.000000e+00   4.982520e-01   2.511399e+00   9.999971e-01   2.511395e+00   2.511391e+00
1     2.499391e+00   9.999997e-01   6.662055e-06   0.000000e+00   0.000000e+00   4.965417e-01   3.141232e+00   9.999971e-01   3.141232e+00   3.141232e+00
1     2.599360e+00   9.999997e-01   6.685915e-06   0.000000e+00   0.000000e+00   4.969918e-01   3.768903e+00   9.999970e-01   3.768907e+00   3.768911e+00
1     2.699330e+00   9.999997e-01   6.703490e-06   0.000000e+00   0.000000e+00   4.994703e-01   4.394549e+00   9.999970e-01   4.394556e+00   4.394562e+00
1     2.799299e+00   9.999996e-01   6.707516e-06   0.000000e+00   0.000000e+00   5.030014e-01   5.019145e+00   9.999970e-01   5.019152e+00   5.019158e+00
1     2.899268e+00   9.999996e-01   6.696973e-06   0.000000e+00   0.000000e+00   5.060885e-01   5.644187e+00   9.999969e-01   5.644191e+00   5.644195e+00
1     2.999236e+00   9.999996e-01   6.676781e-06   0.000000e+00   0.000000e+00   5.076296e-01   6.270778e+00   9.999969e-01   6.270778e+00   6.270778e+00
1     3.099205e+00   9.999996e-01   6.654847e-06   0.000000e+00   0.000000e+00   5.071975e-01   6.161546e-01   9.999969e-01   6.161508e-01   6.161470e-01
1     3.199174e+00   9.999996e-01   6.638831e-06   0.000000e+00   0.000000e+00   5.050789e-01   1.246404e+00   9.999968e-01   1.246398e+00   1.246391e+00
1     3.299143e+00   9.999995e-01   6.633548e-06   0.000000e+00   0.000000e+00   5.020914e-01   1.877517e+00   9.999968e-01   1.877511e+00   1.877504e+00
1     3.399111e+00   9.999995e-01   6.640095e-06   0.000000e+00   0.000000e+00   4.992451e-01   2.508478e+00   9.999968e-01   2.508474e+00   2.508470e+00
1     3.499080e+00   9.999995e-01   6.655870e-06   0.000000e+00   0.000000e+00   4.974592e-01   3.138383e+00   9.999967e-01   3.138383e+00   3.138383e+00
1     3.599050e+00   9.999995e-01   6.675752e-06   0.000000e+00   0.000000e+00   4.973370e-01   3.766628e+00   9.999967e-01   3.766632e+00   3.766636e+00
1     3.699018e+00   9.999995e-01   6.692661e-06   0.000000e+00   0.000000e+00   4.989925e-01   4.393089e+00   9.999967e-01   4.393096e+00   4.393102e+00
1     3.798984e+00   9.999994e-01   6.699672e-06   0.000000e+00   0.000000e+00   5.018749e-01   5.018315e+00   9.999967e-01   5.018322e+00   5.018328e+00
1     3.898951e+00   9.999994e-01   6.693400e-06   0.000000e+00   0.000000e+00   5.048389e-01   5.643467e+00   9.999966e-01   5.643471e+00   5.643475e+00
1     3.998919e+00   9.999994e-01   6.676366e-06   0.000000e+00   0.000000e+00   5.066580e-01   6.269776e+00   9.999966e-01   6.269776e+00   6.269776e+00
1     4.098889e+00   9.999994e-01   6.655511e-06   0.000000e+00   0.000000e+00   5.066232e-01   6.147649e-01   9.999966e-01   6.147610e-01   6.147572e-01
1     4.198860e+00   9.999994e-01   6.638842e-06   0.000000e+00   0.000000e+00   5.048119e-01   1.244716e+00   9.999965e-01   1.244710e+00   1.244704e+00
1     4.298828e+00   9.999993e-01   6.631950e-06   0.000000e+00   0.000000e+00   5.019358e-01   1.875717e+00   9.999965e-01   1.875711e+00   1.875704e+00
1     4.398795e+00   9.999993e-01   6.637262e-06   0.000000e+00   0.000000e+00   4.989730e-01   2.506785e+00   9.999965e-01   2.506781e+00   2.506777e+00
1     4.498760e+00   9.999993e-01   6.653109e-06   0.000000e+00   0.000000e+00   4.970641e-01   3.136790e+00   9.999964e-01   3.136790e+00   3.136790e+00
1     4.598726e+00   9.999993e-01   6.673275e-06   0.000000e+00   0.000000e+00   4.969528e-01   3.764999e+00   9.999964e-01   3.765003e+00   3.765007e+00
1     4.698694e+00   9.999993e-01   6.690044e-06   0.000000e+00   0.000000e+00   4.986689e-01   4.391397e+00   9.999964e-01   4.391403e+00   4.391409e+00
1     4.798663e+00   9.999992e-01   6.696858e-06   0.000000e+00   0.000000e+00   5.015580e-01   5.016636e+00   9.999964e-01   5.016642e+00   5.016649e+00
1     4.898633e+00   9.999992e-01   6.690866e-06   0.000000e+00   0.000000e+00   5.045082e-01   5.641821e+00   9.999963e-01   5.641825e+00   5.641829e+00
1     4.998602e+00   9.999992e-01   6.674242e-06   0.000000e+00   0.000000e+00   5.063526e-01   6.268109e+00   9.999963e-01   6.268109e+00   6.268109e+00
1     5.098569e+00   9.999992e-01   6.653509e-06   0.000000e+00   0.000000e+00   5.063537e-01   6.130477e-01   9.999963e-01   6.130439e-01   6.130401e-01
1     5.198536e+00   9.999992e-01   6.636673e-06   0.000000e+00   0.000000e+00   5.045079e-01   1.243010e+00   9.999962e-01   1.243004e+00   1.242998e+00
1     5.298503e+00   9.999991e-01   6.630158e-06   0.000000e+00   0.000000e+00   5.015131e-01   1.874116e+00   9.999962e-01   1.874110e+00   1.874104e+00
1     5.398470e+00   9.999991e-01   6.636346e-06   0.000000e+00   0.000000e+00   4.985311e-01   2.505209e+00   9.999962e-01   2.505205e+00   2.505201e+00
1     5.498438e+00   9.999991e-01   6.652559e-06   0.000000e+00   0.000000e+00   4.966812e-01   3.135171e+00   9.999961e-01   3.135171e+00   3.135171e+00
1     5.598407e+00   9.999991e-01   6.672553e-06   0.000000e+00   0.000000e+00   4.965932e-01   3.763375e+00   9.999961e-01   3.763379e+00   3.763383e+00
1     5.698375e+00   9.999991e-01   6.689018e-06   0.000000e+00   0.000000e+00   4.982514e-01   4.389836e+00   9.999961e-01   4.389842e+00   4.389849e+00
1     5.798343e+00   9.999990e-01   6.695917e-06   0.000000e+00   0.000000e+00   5.010291e-01   5.015178e+00   9.999961e-01   5.015185e+00   5.015191e+00
1     5.898310e+00   9.999990e-01   6.690654e-06   0.000000e+00   0.000000e+00   5.038881e-01   5.640439e+00   9.999960e-01   5.640443e+00   5.640447e+00
1     5.998277e+00   9.999990e-01   6.675193e-06   0.000000e+00   0.000000e+00   5.057475e-01   6.266700e+00   9.999960e-01   6.266701e+00   6.266701e+00
1     6.099998e+00   9.999990e-01   6.655112e-06   0.000000e+00   0.000000e+00   5.058735e-01   6.225299e-01   9.999960e-01   6.225260e-01   6.225222e-01
1     6.199965e+00   9.999990e-01   6.638834e-06   0.000000e+00   0.000000e+00   5.042167e-01   1.252308e+00   9.999959e-01   1.252301e+00   1.252295e+00
1     6.299933e+00   9.999989e-01   6.632157e-06   0.000000e+00   0.000000e+00   5.014284e-01   1.883215e+00   9.999959e-01   1.883209e+00   1.883202e+00
1     6.399901e+00   9.999989e-01   6.637628e-06   0.000000e+00   0.000000e+00   4.985589e-01   2.514199e+00   9.999959e-01   2.514195e+00   2.514191e+00
1     6.499869e+00   9.999989e-01   6.653163e-06   0.000000e+00   0.000000e+00   4.967046e-01   3.144164e+00   9.999959e-01   3.144164e+00   3.144164e+00
1     6.599837e+00   9.999989e-01   6.672743e-06   0.000000e+00   0.000000e+00   4.965507e-01   3.772428e+00   9.999958e-01   3.772432e+00   3.772435e+00
1     6.699804e+00   9.999989e-01   6.689069e-06   0.000000e+00   0.000000e+00   4.981089e-01   4.398981e+00   9.999958e-01   4.398987e+00   4.398993e+00
1     6.799771e+00   9.999989e-01   6.696203e-06   0.000000e+00   0.000000e+00   5.007729e-01   5.024433e+00   9.999958e-01   5.024440e+00   5.024446e+00
1     6.899739e+00   9.999988e-01   6.691493e-06   0.000000e+00   0.000000e+00   5.035456e-01   5.649783e+00   9.999958e-01   5.649786e+00   5.649790e+00
1     6.999706e+00   9.999988e-01   6.676730e-06   0.000000e+00   0.000000e+00   5.053729e-01   6.276080e+00   9.999957e-01   6.276080e+00   6.276080e+00
1     7.099674e+00   9.999988e-01   6.657525e-06   0.000000e+00   0.000000e+00   5.055486e-01   6.208440e-01   9.999957e-01   6.208401e-01   6.208362e-01
1     7.199641e+00   9.999988e-01   6.641189e-06   0.000000e+00   0.000000e+00   5.039776e-01   1.250537e+00   9.999957e-01   1.250531e+00   1.250524e+00
1     7.299609e+00   9.999988e-01   6.634036e-06   0.000000e+00   0.000000e+00   5.012381e-01   1.881393e+00   9.999956e-01   1.881387e+00   1.881381e+00
1     7.399576e+00   9.999987e-01   6.638834e-06   0.000000e+00   0.000000e+00   4.983830e-01   2.512360e+00   9.999956e-01   2.512356e+00   2.512352e+00
1     7.499543e+00   9.999987e-01   6.653738e-06   0.000000e+00   0.000000e+00   4.964938e-01   3.142357e+00   9.999956e-01   3.142357e+00   3.142357e+00
1     7.599511e+00   9.999987e-01   6.673082e-06   0.000000e+00   0.000000e+00   4.962655e-01   3.770694e+00   9.999956e-01   3.770698e+00   3.770702e+00
1     7.699478e+00   9.999987e-01   6.689643e-06   0.000000e+00   0.000000e+00   4.977628e-01   4.397310e+00   9.999955e-01   4.397316e+00   4.397323e+00
1     7.799446e+00   9.999987e-01   6.697202e-06   0.000000e+00   0.000000e+00   5.004418e-01   5.022749e+00   9.999955e-01   5.022755e+00   5.022761e+00
1     7.899414e+00   9.999987e-01   6.692616e-06   0.000000e+00   0.000000e+00   5.032971e-01   5.648015e+00   9.999955e-01   5.648019e+00   5.648023e+00
1     7.999381e+00   9.999986e-01   6.677492e-06   0.000000e+00   0.000000e+00   5.052057e-01   6.274231e+00   9.999954e-01   6.274231e+00   6.274231e+00
1     8.099348e+00   9.999986e-01   6.657749e-06   0.000000e+00   0.000000e+00   5.054095e-01   6.189658e-01   9.999954e-01   6.189619e-01   6.189581e-01
1     8.199316e+00   9.999986e-01   6.641076e-06   0.000000e+00   0.000000e+00   5.038363e-01   1.248660e+00   9.999954e-01   1.248654e+00   1.248648e+00
1     8.299283e+00   9.999986e-01   6.633717e-06   0.000000e+00   0.000000e+00   5.011050e-01   1.879509e+00   9.999954e-01   1.879503e+00   1.879497e+00
1     8.399251e+00   9.999986e-01   6.638328e-06   0.000000e+00   0.000000e+00   4.982258e-01   2.510502e+00   9.999953e-01   2.510499e+00   2.510495e+00
1     8.499219e+00   9.999985e-01   6.653454e-06   0.000000e+00   0.000000e+00   4.962704e-01   3.140568e+00   9.999953e-01   3.140568e+00   3.140568e+00
1     8.599186e+00   9.999985e-01   6.673568e-06   0.000000e+00   0.000000e+00   4.960183e-01   3.768929e+00   9.999953e-01   3.768933e+00   3.768937e+00
1     8.699153e+00   9.999985e-01   6.690890e-06   0.000000e+00   0.000000e+00   4.975900e-01   4.395468e+00   9.999953e-01   4.395474e+00   4.395480e+00
1     8.799120e+00   9.999985e-01   6.698685e-06   0.000000e+00   0.000000e+00   5.003706e-01   5.020803e+00   9.999952e-01   5.020809e+00   5.020815e+00
1     8.899088e+00   9.999985e-01   6.694115e-06   0.000000e+00   0.000000e+00   5.032813e-01   5.646014e+00   9.999952e-01   5.646018e+00   5.646022e+00
1     8.999056e+00   9.999984e-01   6.679114e-06   0.000000e+00   0.000000e+00   5.052298e-01   6.272192e+00   9.999952e-01   6.272192e+00   6.272192e+00
1     9.099023e+00   9.999984e-01   6.659351e-06   0.000000e+00   0.000000e+00   5.054924e-01   6.168709e-01   9.999951e-01   6.168671e-01   6.168632e-01
1     9.198991e+00   9.999984e-01   6.642226e-06   0.000000e+00   0.000000e+00   5.039465e-01   1.246540e+00   9.999951e-01   1.246534e+00   1.246528e+00
1     9.298958e+00   9.999984e-01   6.634361e-06   0.000000e+00   0.000000e+00   5.011381e-01   1.877466e+00   9.999951e-01   1.877459e+00   1.877453e+00
1     9.398926e+00   9.999984e-01   6.639077e-06   0.000000e+00   0.000000e+00   4.981321e-01   2.508582e+00   9.999951e-01   2.508579e+00   2.508575e+00
1     9.498893e+00   9.999984e-01   6.654712e-06   0.000000e+00   0.000000e+00   4.961106e-01   3.138712e+00   9.999950e-01   3.138712e+00   3.138712e+00
1     9.598860e+00   9.999983e-01   6.675195e-06   0.000000e+00   0.000000e+00   4.958488e-01   3.767082e+00   9.999950e-01   3.767086e+00   3.767090e+00
1     9.698828e+00   9.999983e-01   6.692723e-06   0.000000e+00   0.000000e+00   4.974119e-01   4.393632e+00   9.999950e-01   4.393638e+00   4.393644e+00
1     9.798795e+00   9.999983e-01   6.700823e-06   0.000000e+00   0.000000e+00   5.001840e-01   5.018979e+00   9.999949e-01   5.018985e+00   5.018991e+00
1     9.898763e+00   9.999983e-01   6.696560e-06   0.000000e+00   0.000000e+00   5.031300e-01   5.644157e+00   9.999949e-01   5.644161e+00   5.644165e+00
1     9.998731e+00   9.999983e-01   6.681488e-06   0.000000e+00   0.000000e+00   5.051469e-01   6.270266e+00   9.999949e-01   6.270266e+00   6.270266e+00
1     1.009870e+01   9.999982e-01   6.661258e-06   0.000000e+00   0.000000e+00   5.054481e-01   6.149047e-01   9.999949e-01   6.149009e-01   6.148970e-01
1     1.019867e+01   9.999982e-01   6.643656e-06   0.000000e+00   0.000000e+00   5.038851e-01   1.244589e+00   9.999948e-01   1.244582e+00   1.244576e+00
1     1.029863e+01   9.999982e-01   6.635564e-06   0.000000e+00   0.000000e+00   5.010436e-01   1.875546e+00   9.999948e-01   1.875540e+00   1.875534e+00
1     1.039860e+01   9.999982e-01   6.640152e-06   0.000000e+00   0.000000e+00   4.980228e-01   2.506679e+00   9.999948e-01   2.506675e+00   2.506671e+00
1     1.049857e+01   9.999982e-01   6.655643e-06   0.000000e+00   0.000000e+00   4.959871e-01   3.136825e+00   9.999947e-01   3.136825e+00   3.136825e+00
1     1.059854e+01   9.999981e-01   6.676079e-06   0.000000e+00   0.000000e+00   4.957012e-01   3.765221e+00   9.999947e-01   3.765225e+00   3.765229e+00
1     1.069850e+01   9.999981e-01   6.693723e-06   0.000000e+00   0.000000e+00   4.972516e-01   4.391785e+00   9.999947e-01   4.391791e+00   4.391798e+00
1     1.079847e+01   9.999981e-01   6.701945e-06   0.000000e+00   0.000000e+00   5.000388e-01   5.017116e+00   9.999947e-01   5.017122e+00   5.017129e+00
1     1.089844e+01   9.999981e-01   6.697663e-06   0.000000e+00   0.000000e+00   5.030074e-01   5.642270e+00   9.999946e-01   5.642274e+00   5.642278e+00
1     1.099841e+01   9.999981e-01   6.682520e-06   0.000000e+00   0.000000e+00   5.050308e-01   6.268372e+00   9.999946e-01   6.268372e+00   6.268372e+00
1     1.109837e+01   9.999980e-01   6.662326e-06   0.000000e+00   0.000000e+00   5.053297e-01   6.130124e-01   9.999946e-01   6.130085e-01   6.130047e-01
1     1.119834e+01   9.999980e-01   6.644853e-06   0.000000e+00   0.000000e+00   5.037790e-01   1.242685e+00   9.999945e-01   1.242679e+00   1.242673e+00
1     1.129831e+01   9.999980e-01   6.636838e-06   0.000000e+00   0.000000e+00   5.009652e-01   1.873617e+00   9.999945e-01   1.873611e+00   1.873604e+00
1     1.139828e+01   9.999980e-01   6.641422e-06   0.000000e+00   0.000000e+00   4.979706e-01   2.504725e+00   9.999945e-01   2.504721e+00   2.504717e+00
1     1.150000e+01   9.999980e-01   6.657203e-06   0.000000e+00   0.000000e+00   4.959356e-01   3.145889e+00   9.999945e-01   3.145890e+00   3.145890e+00
1     1.159996e+01   9.999979e-01   6.677553e-06   0.000000e+00   0.000000e+00   4.957040e-01   3.774231e+00   9.999944e-01   3.774235e+00   3.774239e+00
1     1.169993e+01   9.999979e-01   6.694879e-06   0.000000e+00   0.000000e+00   4.972930e-01   4.400755e+00   9.999944e-01   4.400762e+00   4.400768e+00
