# Number of bins: 20
#
# Size [cm]:     2.000000e-01  2.548550e-01  3.247553e-01  4.138276e-01  5.273302e-01  6.719637e-01  8.562665e-01  1.091119e+00  1.390386e+00  1.771734e+00  2.257676e+00  2.876900e+00  3.665961e+00  4.671443e+00  5.952703e+00  7.585380e+00  9.665860e+00  1.231696e+01  1.569520e+01  2.000000e+01   2.000000e-01   2.548550e-01   3.247553e-01   4.138276e-01   5.273302e-01   6.719637e-01   8.562665e-01   1.091119e+00   1.390386e+00   1.771734e+00   2.257676e+00   2.876900e+00   3.665961e+00   4.671443e+00   5.952703e+00   7.585380e+00   9.665860e+00   1.231696e+01   1.569520e+01   2.000000e+01
#
# Time           Normalized dust force                                                                                                                                                                                                                                                                   Number of particles counted
#
0.000000e+00    -2.964708e-02 -1.629763e-01 -4.233866e-02  7.604055e-02 -1.506174e-02 -7.392779e-02  3.780558e-02 -1.832625e-01  5.900659e-02 -4.254997e-02 -2.982723e-01  8.921914e-02  6.929922e-02  4.328290e-01 -1.222493e-01  3.757008e-02 -1.579350e-01  9.728016e-01  5.349421e-02 -9.658800e-01          23545          23564          23511          23536          23557          23505          23504          23524          23541          23541          23537          23604          23587          23536          23589          23511          23492          23528          23541          23449
9.982021e-02    -6.737175e-02 -2.453720e-01 -2.374202e-02 -2.124739e-02  1.726853e-02  7.591411e-03 -1.907503e-02 -4.034321e-02  8.223132e-02 -2.680463e-02 -2.946122e-01  3.166692e-02  2.602124e-02  3.535487e-01 -2.717413e-01 -4.623137e-01 -4.485874e-01  1.277136e+00 -7.294471e-02 -2.051723e+00          23531          23553          23501          23520          23543          23487          23485          23510          23525          23531          23518          23592          23579          23529          23581          23506          23491          23528          23538          23444
1.987936e-01    -2.699274e-02 -2.639930e-01  1.157339e-02 -1.571520e-01  1.315202e-02  3.220712e-02  1.059476e-02  1.163134e-01  1.101486e-01 -5.169510e-02 -2.480607e-01 -9.250634e-02 -1.454643e-01  1.527500e-01 -1.708018e-01 -4.501475e-01 -3.846817e-02  9.297316e-01  2.307957e-01 -1.339354e+00          23486          23518          23454          23488          23507          23441          23449          23486          23495          23493          23487          23565          23538          23495          23552          23487          23467          23511          23530          23425
2.995491e-01     1.129106e-02 -2.390425e-01  4.302393e-02 -2.215565e-01 -5.155238e-02  5.818071e-02  3.152772e-02  2.442011e-01 -1.434069e-05 -4.947211e-02 -2.324568e-01 -5.765896e-02  4.319100e-03 -4.874475e-02 -5.718810e-02 -1.975066e-01  1.172496e-01  1.765097e+00  1.411414e-01  6.700145e-01          23437          23472          23403          23424          23448          23390          23394          23442          23448          23432          23439          23515          23483          23438          23504          23439          23432          23485          23484          23379
3.985005e-01     3.733932e-02 -2.072852e-01  4.222096e-02 -2.273596e-01 -6.335990e-02  9.227722e-02 -4.151778e-02  2.541852e-01 -7.706193e-02  3.468333e-02 -2.415671e-01  4.053667e-06  2.736557e-01 -1.253352e-01 -2.958993e-02  1.989934e-01  1.746230e-01  3.649129e+00  1.221902e+00  3.643478e+00          23375          23423          23356          23380          23401          23335          23342          23386          23410          23384          23393          23455          23439          23398          23464          23393          23402          23437          23418          23302
4.992493e-01     5.514767e-02 -2.521964e-01  5.277945e-02 -2.793402e-01  1.845725e-02  9.928391e-02 -3.656248e-02  1.445813e-01 -2.025727e-02  6.467903e-02 -6.454763e-02 -9.161206e-02  1.696765e-01  2.245113e-01 -1.680935e-01  7.130291e-01 -1.190910e-01  6.195423e+00  2.640524e+00  7.232655e+00          23343          23389          23337          23358          23370          23305          23312          23354          23383          23362          23370          23437          23404          23377          23437          23367          23354          23383          23353          23237
5.999907e-01     4.082800e-02 -3.415446e-01  8.008891e-02 -2.954054e-01  1.762533e-01  3.399309e-02  1.818789e-02 -5.990216e-03  1.073672e-02  7.979141e-03  7.564282e-02 -2.501714e-01  8.486764e-03  2.982505e-01 -1.930163e-01  7.651224e-01  4.492224e-01  6.670976e+00  3.431037e+00  1.037624e+01          23347          23397          23338          23362          23377          23313          23317          23364          23388          23371          23375          23445          23414          23383          23449          23370          23332          23372          23336          23196
6.989216e-01     6.303908e-03 -4.063326e-01  6.451716e-02 -2.638010e-01  2.796350e-01 -7.145617e-02  1.074865e-01 -2.262441e-02  4.783487e-02 -1.129062e-01  8.034802e-02 -2.332944e-01 -1.307910e-01  1.180557e-01  1.896616e-01  8.927706e-01  5.298742e-01  7.599297e+00  4.163909e+00  1.185452e+01          23379          23428          23364          23385          23411          23342          23354          23398          23416          23395          23398          23477          23457          23417          23480          23383          23337          23397          23365          23202
7.996371e-01    -3.846424e-02 -4.340900e-01  4.880815e-02 -2.405743e-01  2.628898e-01 -1.100149e-01  1.655160e-01  9.454873e-03 -2.849755e-02 -2.725884e-01  1.023685e-01 -1.783012e-01 -1.875821e-01 -3.203014e-01  7.806631e-01  9.198597e-01 -1.437161e-01  6.948446e+00  5.229661e+00  1.191365e+01          23438          23472          23405          23428          23455          23395          23400          23441          23451          23447          23447          23530          23499          23459          23518          23432          23384          23444          23405          23236
8.985430e-01    -8.865518e-02 -4.070508e-01  6.982173e-02 -1.981320e-01  1.887525e-01 -5.743790e-02  1.433692e-01 -1.109925e-01 -2.504226e-01 -3.872604e-01  1.665366e-01 -1.804860e-01 -3.261201e-01 -3.847079e-01  6.977746e-01  1.311882e+00  1.110231e+00  6.981566e+00  4.074077e+00  1.289369e+01          23489          23517          23454          23479          23509          23440          23445          23486          23499          23495          23495          23582          23546          23516          23565          23487          23444          23494          23444          23271
