# Number of bins: 3
#
# Size [cm]:     1.500000e+00  4.242641e+00  1.200000e+01   1.500000e+00   4.242641e+00   1.200000e+01
#
# Time           Normalized dust force                     Number of particles counted
#
0.000000e+00    -1.209127e-03 -2.257013e-03  1.359522e-04         942878         942557         942824
9.957533e-02     4.180093e-02  9.564553e-02 -1.122990e-01         942104         941952         942843
1.996179e-01     2.900149e-02  2.976854e-02  4.013557e-02         939914         939996         941841
2.996441e-01     8.369234e-03  3.824324e-02  5.056308e-02         936993         937198         940137
3.996678e-01     4.606708e-03  3.074569e-02 -4.604569e-04         934281         934669         938508
4.996939e-01    -4.947773e-03 -9.615216e-03 -9.205910e-02         932592         933149         937952
5.997193e-01    -3.639897e-03 -9.158343e-03 -5.235191e-02         932710         933511         939218
6.997399e-01    -7.611337e-04  1.951309e-02 -8.796353e-02         934790         935772         942418
7.997536e-01     8.196473e-03 -2.351071e-02 -4.735669e-02         937969         939147         946661
8.997612e-01     2.399740e-02 -3.558684e-02 -9.960344e-03         941050         942444         950964
9.997651e-01     2.930097e-02 -3.810625e-02 -8.217499e-02         942970         944637         954202
1.099767e+00     4.135354e-02 -2.235492e-02 -1.515837e-01         943388         945206         955851
1.199767e+00     4.014463e-02 -1.970390e-02 -6.381119e-02         941699         943712         955308
1.299763e+00     2.349003e-02 -4.968669e-02 -3.628365e-03         937892         940010         952573
1.399755e+00    -7.267861e-04 -5.481953e-02  3.780034e-03         934181         936430         949647
1.499743e+00    -2.945309e-02 -2.521334e-02 -7.531302e-03         932738         935179         948742
1.599727e+00    -5.254829e-02  5.131463e-02  4.758413e-02         934077         936684         950503
1.699706e+00    -6.014390e-02  8.854914e-02  1.022505e-01         937156         939912         953938
1.799683e+00    -5.092262e-02  1.296410e-01  1.510523e-01         940342         943365         957576
1.899663e+00    -2.382024e-02  1.302070e-01  1.471640e-01         942520         945726         959926
1.999646e+00    -2.037430e-02  7.795637e-02  2.571185e-01         942987         946362         960239
2.099628e+00    -6.600946e-03  4.395861e-02  2.336817e-01         941870         945481         958898
2.199610e+00    -2.626382e-02  3.104205e-02  2.073033e-01         940000         943795         956692
2.299591e+00    -5.493407e-02  1.803316e-02  8.825273e-02         938363         942278         954755
2.399572e+00    -6.862495e-02 -1.124489e-04  1.609376e-01         937260         941384         953331
2.499553e+00    -5.796031e-02  3.056738e-02  7.692281e-02         936873         941183         952476
2.599534e+00    -4.276605e-02  6.155996e-02  8.803559e-02         937224         941706         952197
2.699515e+00    -3.469373e-02  1.649150e-03  7.998072e-02         938353         942990         952663
2.799496e+00    -1.980915e-02 -2.789075e-02  8.308100e-02         939872         944778         953673
2.899476e+00    -8.188735e-03 -2.350591e-02  9.552784e-02         941348         946472         954792
2.999456e+00     1.546277e-03 -7.342552e-03  3.817869e-02         942296         947594         955516
3.099435e+00     9.333926e-03  5.121357e-02  3.944143e-02         942401         947894         955104
3.199415e+00     1.825176e-02  8.271758e-02  4.204359e-02         941611         947289         953903
3.299395e+00    -1.290841e-03  1.080899e-01  1.020376e-01         940238         946142         952099
3.399374e+00    -2.274102e-02  1.096404e-01  1.295611e-01         938984         945023         950309
3.499355e+00    -4.790401e-02  8.532221e-02  1.451060e-01         938230         944434         948905
3.599336e+00    -5.132716e-02  8.171478e-02  1.741395e-01         938358         944783         948510
3.699315e+00    -4.499012e-02  1.416456e-01  1.825911e-01         939277         945907         949123
3.799293e+00    -4.651963e-02  1.142619e-01  1.696861e-01         940604         947421         950226
3.899271e+00    -4.462981e-02  7.557699e-02  2.224325e-01         941814         948824         951225
3.999250e+00    -3.002470e-02  7.066976e-02  1.610921e-01         942528         949690         951539
4.099231e+00    -2.515330e-02  6.276684e-02  1.311947e-01         942583         949924         950790
4.199212e+00    -1.169740e-02  2.607446e-02  1.651622e-01         942080         949565         949660
4.299193e+00    -6.095596e-03 -1.600704e-02  1.429260e-01         941269         948966         948389
4.399170e+00     1.076968e-02 -7.275514e-03  1.130943e-01         940506         948275         947457
4.499147e+00     7.485885e-03  4.699769e-02  8.013268e-02         939967         947983         946808
4.599124e+00     1.296842e-02  7.993960e-02  1.054132e-01         939968         948157         946461
4.699103e+00     7.894985e-03  1.023616e-01  1.352751e-01         940448         948729         946366
4.799084e+00     4.685839e-03  8.401269e-02  1.600434e-01         941245         949578         946436
4.899065e+00    -1.549041e-02  1.087769e-01  1.979868e-01         942075         950536         946727
4.999045e+00    -1.259469e-02  1.192990e-01  1.977544e-01         942784         951437         946966
5.099023e+00    -1.256434e-02  1.507355e-01  1.363331e-01         943148         951961         946983
5.199001e+00    -1.730697e-02  1.302715e-01  1.078824e-01         943099         952031         946632
5.298979e+00    -1.626920e-02  1.428418e-01  1.250496e-01         942627         951704         945952
5.398957e+00     1.284179e-02  1.022679e-01  1.212474e-01         941968         951139         944959
5.498936e+00     1.791490e-02  9.287269e-02  1.186614e-01         941289         950541         943834
5.598916e+00     4.459987e-02  1.042719e-01  2.128049e-01         940956         950247         943042
5.698896e+00     5.540264e-02  3.824607e-02  1.910332e-01         941206         950669         942669
5.798875e+00     5.117237e-02  4.447684e-02  1.737100e-01         941951         951583         942988
5.898854e+00     4.251566e-02  6.954254e-02  2.326162e-01         942943         952759         943624
5.998832e+00     1.457642e-02  3.445618e-02  1.733872e-01         943716         953688         944148
6.098810e+00     3.311906e-03  4.069566e-03  2.088241e-01         944060         954185         944089
6.198789e+00     3.996900e-03  1.345612e-02  2.502311e-01         943840         954001         943464
6.298768e+00     1.903828e-03  3.566050e-02  2.956967e-01         943255         953494         942485
6.398747e+00     4.494480e-03  1.023378e-01  3.121258e-01         942605         952857         941395
6.498726e+00     1.287067e-02  1.099407e-01  3.356634e-01         942241         952563         940571
6.598705e+00     2.877576e-02  8.437060e-02  2.871940e-01         942242         952640         940161
