# Number of bins: 20
#
# Size [cm]:     5.000000e-01  6.071401e-01  7.372383e-01  8.952140e-01  1.087041e+00  1.319972e+00  1.602816e+00  1.946268e+00  2.363315e+00  2.869727e+00  3.484652e+00  4.231345e+00  5.138039e+00  6.239019e+00  7.575918e+00  9.199288e+00  1.117051e+01  1.356413e+01  1.647066e+01  2.000000e+01   5.000000e-01   6.071401e-01   7.372383e-01   8.952140e-01   1.087041e+00   1.319972e+00   1.602816e+00   1.946268e+00   2.363315e+00   2.869727e+00   3.484652e+00   4.231345e+00   5.138039e+00   6.239019e+00   7.575918e+00   9.199288e+00   1.117051e+01   1.356413e+01   1.647066e+01   2.000000e+01
#
# Time           Normalized dust force                                                                                                                                                                                                                                                                   Number of particles counted
#
0.000000e+00     9.055577e-03 -6.038455e-03 -4.645881e-03 -7.282213e-03  7.554389e-03  2.667011e-03 -1.346488e-02 -9.063048e-03  4.037706e-03 -5.685248e-03  1.613546e-03  4.563406e-03  1.010149e-02 -6.578377e-03  1.042552e-02  1.126945e-02 -4.441378e-04  3.148924e-03  2.788740e-02  1.438988e-03          23584          23489          23589          23603          23587          23550          23651          23581          23558          23603          23579          23559          23543          23548          23565          23533          23573          23601          23503          23610
9.957525e-02    -1.971180e-01  2.204614e-02 -9.889296e-02 -3.080938e-01  8.281806e-02  1.181906e-01 -2.537232e-01 -2.481097e-02  8.223683e-01  3.707302e-01 -2.151949e-01  9.193970e-02 -6.506901e-01  2.338575e-01  8.425131e-01 -1.605870e-03 -9.040252e-01 -4.984569e-01 -2.825673e-01  3.836202e-01          23545          23458          23574          23582          23561          23529          23633          23566          23532          23590          23560          23542          23526          23538          23550          23526          23570          23609          23506          23620
1.996169e-01    -2.008934e-01  7.070627e-02 -1.473155e-03 -4.030389e-01 -6.872508e-02  1.672552e-01 -2.204774e-01 -2.046403e-01  6.632020e-01  4.036611e-01 -6.163422e-02  2.762307e-01 -6.616803e-01 -8.255126e-02  4.724999e-01 -2.894949e-01 -9.307766e-01 -3.153061e-01 -2.192447e-01 -3.503912e-01          23488          23407          23512          23518          23497          23468          23581          23508          23473          23528          23514          23498          23480          23481          23506          23490          23543          23585          23490          23612
2.996402e-01    -1.668456e-01  9.238873e-02  1.289415e-01 -4.226128e-01 -3.173601e-02  1.301976e-01 -2.634139e-01 -3.359506e-01  3.724113e-01  3.820340e-01 -4.138456e-02 -3.228312e-02 -5.937877e-01  8.062122e-02  3.338478e-01 -1.576198e-01 -1.273950e-01 -4.898085e-01  1.400728e-01 -2.828396e-01          23411          23332          23422          23441          23430          23380          23502          23434          23400          23462          23434          23422          23418          23420          23423          23435          23495          23542          23467          23598
3.996579e-01    -1.947687e-01 -2.613875e-02  1.796926e-01 -4.049874e-01  2.295573e-02  1.782254e-01 -2.286694e-01 -4.360327e-01  1.081851e-01  3.124699e-01  7.369017e-02 -2.089767e-01 -7.115425e-01  1.191660e-03 -1.876011e-01 -1.178418e-01 -1.232203e-01 -7.691630e-01  4.823173e-01  2.396905e-01          23328          23259          23367          23383          23373          23315          23426          23361          23328          23396          23371          23360          23356          23363          23371          23390          23453          23506          23440          23594
4.996739e-01    -1.345051e-01 -1.400132e-01  2.535422e-01 -2.741097e-01  1.036684e-01  1.433136e-01 -2.291701e-01 -4.982237e-01  2.798531e-02  3.868625e-01 -9.174818e-02 -1.846086e-01 -5.908256e-01  3.216263e-02  1.704275e-01 -2.353572e-01 -5.185845e-01 -4.107550e-01  4.453879e-01 -3.259328e-02          23277          23214          23321          23341          23346          23278          23386          23330          23284          23356          23328          23307          23324          23329          23346          23371          23431          23489          23437          23607
5.996840e-01    -2.321442e-01 -1.892393e-01  2.404933e-01 -1.074261e-01  6.674738e-02  3.771247e-02 -3.693144e-01 -3.998335e-01  6.534182e-02  5.424283e-01 -7.411021e-02 -1.148215e-01 -3.510631e-01 -2.882160e-01  1.103081e-01 -2.146903e-01 -5.678894e-01 -3.296213e-02  7.208698e-02 -2.120803e-01          23278          23217          23323          23336          23349          23285          23383          23321          23291          23366          23340          23319          23325          23346          23359          23385          23449          23519          23483          23666
6.996836e-01    -2.033928e-01 -1.081018e-01  1.473218e-01 -1.158496e-02 -5.700458e-02  6.268832e-03 -4.894958e-01 -2.134100e-01  5.581406e-03  4.495085e-01 -1.810614e-01  6.174947e-02 -2.266014e-03 -1.963324e-01  4.254527e-01 -1.272726e-01 -7.800997e-01  1.305075e-01  2.458248e-01 -5.817162e-01          23334          23270          23366          23385          23394          23326          23448          23375          23339          23423          23387          23367          23376          23395          23412          23442          23526          23606          23575          23748
7.996709e-01    -1.295805e-01  1.983477e-02  8.164887e-02 -2.842157e-02 -1.637214e-01 -8.882444e-02 -2.943706e-01  6.402246e-02  6.079833e-02  2.343587e-01 -2.502833e-01 -3.131762e-02  5.119981e-02 -1.676815e-01  2.716977e-02 -1.551414e-01 -5.933661e-01  8.842581e-02  5.700763e-01 -3.605745e-01          23419          23352          23437          23461          23458          23402          23521          23453          23409          23497          23469          23464          23445          23479          23511          23541          23617          23709          23688          23818
8.996473e-01     1.623865e-02  1.743317e-01  1.511970e-01 -1.229027e-01 -2.192646e-01 -1.560497e-01 -1.056908e-01  8.745378e-02  2.924546e-01 -2.377589e-01 -8.202938e-02 -1.832984e-01  6.819322e-02 -7.843944e-02  9.180456e-02 -1.802591e-01 -1.300483e-01 -4.674362e-02  3.383416e-01 -4.337819e-01          23489          23429          23528          23532          23528          23481          23593          23536          23494          23561          23557          23539          23522          23573          23598          23623          23712          23813          23813          23897
